Child Entity CIK,Child Entity,Entity Type,Industry Group,Jurisdiction,Filing Date,Parent Entity Name,Clarification,Source File
0002042794,Blackstone Burgundy Partners (CYM) Feeder L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-11-25,Tabea Hsi,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2042794/000204308924000002/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Blackstone Life Sciences Associates V L.P.,"General Partner of the Issuer (the ""GP"")",https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,BXLS V L.L.C.,The General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Joseph Baratta,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,John Finley,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Christopher Striano,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Julie Constable,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Robert Liptak,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Eric Liaw,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Nicholas Galakatos,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Chris Placca,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Elsa Gelin,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Omar Rehman,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Natacha Jamar,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0002043089,Blackstone Burgundy Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-11-25,Tabea Hsi,Officer of the General Partner of the GP,https://www.sec.gov/Archives/edgar/data/2043089/000204308924000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,Blackstone Management Associates VII NQ L.L.C.,"The General Partner of the Issuer (the ""GP"")",https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,BMA VII NQ L.L.C.,Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,Joseph Baratta,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,Prakash Melwani,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,Vikrant Sawhney,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,John Finley,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,Christopher Striano,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,Omar Rehman,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001796102,Blackstone Buzz Feeder VII L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-12-09,Matthew Skurbe,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1796102/000179610219000001/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,Blackstone Management Associates VII NQ L.L.C.,"The General Partner of the Issuer (the ""GP"")",https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,BMA VII N.Q. L.L.C.,Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,Joseph Baratta,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,Prakash Melwani,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,Vikrant Sawhney,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,John Finley,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,Christopher Striano,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,Omar Rehman,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001799695,Blackstone Buzz Partners Holdings L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-01-14,Matthew Skurbe,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1799695/000174397020000002/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,Blackstone Management Associates VII NQ L.L.C.,"The General Partner of the Issuer (the ""GP"")",https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,BMA VII N.Q. L.L.C.,Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,Joseph Baratta,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,Prakash Melwani,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,Vikrant Sawhney,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,John Finley,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,Christopher Striano,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,Omar Rehman,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001794356,Blackstone Buzz Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-11-26,Matthew Skurbe,Officer of the Sole Member of the GP,https://www.sec.gov/Archives/edgar/data/1794356/000179435619000001/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-02-28,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266425001289/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-02-28,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266425001289/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-03-01,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266424002150/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-03-01,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266424002150/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-03-02,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266423002081/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-03-02,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266423002081/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-03-02,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266422001986/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-03-02,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266422001986/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2021-03-02,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266421001680/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2021-03-02,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266421001680/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-03-02,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266420001381/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2020-03-02,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266420001381/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-03-01,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266419001346/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-03-01,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266419001346/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2018-03-02,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266418001434/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2018-03-02,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266418001434/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2017-03-03,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266417001387/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2017-03-03,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266417001387/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-03-04,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266416006187/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-03-04,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266416006187/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2015-03-04,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266415001503/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2015-03-04,- Blackstone Alternative Asset Management L.P.,Investment Manager,https://www.sec.gov/Archives/edgar/data/1468088/000090266415001503/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2014-03-04,- Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266414001512/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2013-03-04,Blackstone Alternative Asset Management Associates LLC Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000114036113010182/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-02,Blackstone Alternative Asset Management Associates LLC Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000114036112012499/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-03-02,Blackstone Alternative Asset Management Associates LLC Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000114036111014097/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-04,Blackstone Alternative Asset Management Associates LLC Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266410002866/primary_doc.xml
0001468088,Blackstone Cabot Fund L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-07-10,Blackstone Alternative Asset Management Associates LLC Blackstone Alternative Asset Management Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1468088/000090266409002809/primary_doc.xml
0001608983,Blackstone Capital Holdings Fund (Offshore) L.P.,Other,Pooled Investment Fund,CAYMAN ISLANDS,2014-06-03,ML Private Equity Offshore Ltd.,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1608983/000160898314000003/primary_doc.xml
0001608983,Blackstone Capital Holdings Fund (Offshore) L.P.,Other,Pooled Investment Fund,CAYMAN ISLANDS,2014-06-03,Nancy Fahmy,"Director of ML Private Equity Offshore Ltd., the General Partner of the Issuer",https://www.sec.gov/Archives/edgar/data/1608983/000160898314000003/primary_doc.xml
0001608983,Blackstone Capital Holdings Fund (Offshore) L.P.,Other,Pooled Investment Fund,CAYMAN ISLANDS,2014-06-03,Colleen Rusch,"Director of ML Private Equity Offshore Ltd., the General Partner of the Issuer",https://www.sec.gov/Archives/edgar/data/1608983/000160898314000003/primary_doc.xml
0001608983,Blackstone Capital Holdings Fund (Offshore) L.P.,Other,Pooled Investment Fund,CAYMAN ISLANDS,2014-06-03,Keith Glenfield,"Director of ML Private Equity Offshore Ltd., the General Partner of the Issuer",https://www.sec.gov/Archives/edgar/data/1608983/000160898314000003/primary_doc.xml
0001608983,Blackstone Capital Holdings Fund (Offshore) L.P.,Other,Pooled Investment Fund,CAYMAN ISLANDS,2014-06-03,Jeff McGoey,"Director of ML Private Equity Offshore Ltd., the General Partner of the Issuer",https://www.sec.gov/Archives/edgar/data/1608983/000160898314000003/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,"Merrill Lynch Alternative Investments LLC (""MLAI"")",Managing Trustee of the Issuer,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,Virginia Klein,Vice President of the Managing Trustee,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,Nancy Fahmy,Vice President and Manager of the Managing Trustee,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,Colleen Rusch,Manager of the Managing Trustee,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,James Costabile,Vice President and Manager of the Managing Trustee,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,Steven Suss,Manager of the Managing Trustee,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,Keith Glenfield,Vice President and Manager of the Managing Trustee,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001608985,Blackstone Capital Holdings Trust,Business Trust,Pooled Investment Fund,DELAWARE,2014-06-03,Jeff McGoey,Manager of the Managing Trustee,https://www.sec.gov/Archives/edgar/data/1608985/000160898514000001/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,GSO Capital Opportunities Associates IV LP,The General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Dwight Scott,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Louis Salvatore,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Robert Petrini,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Brad Marshall,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Paulo Eapen,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Marisa Beeney,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Paul Kelly,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Panayiota Bougiamas,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Kevin Kresge,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,Blackstone Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-01-15,Blackstone Alternative Credit Advisors LP,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432421000002/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,GSO Capital Opportunities Associates IV LP,The General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Dwight Scott,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Louis Salvatore,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Robert Petrini,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Brad Marshall,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Paulo Eapen,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Marisa Beeney,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Paul Kelly,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Panayiota Bougiamas,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,Kevin Kresge,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001814324,GSO Capital Opportunities Feeder Fund IV LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2020-06-15,GSO Capital Partners LP,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1814324/000181432420000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,GSO Capital Opportunities Associates IV LP,The General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Dwight Scott,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Louis Salvatore,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Robert Petrini,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
